time,x,y,z,speed,grounded,nextGate,misses,penalty
0.000,-623.452,7.564,-359.962,0.000,4,11,0,0
0.100,-623.452,7.505,-359.962,0.000,0,11,0,0
0.201,-623.454,7.410,-359.861,1.676,4,11,0,0
0.301,-623.460,7.350,-359.596,3.297,4,11,0,0
0.401,-623.468,7.333,-359.172,4.866,4,11,0,0
0.501,-623.480,7.343,-358.595,6.383,4,11,0,0
0.601,-623.494,7.361,-357.868,7.852,4,11,0,0
0.701,-623.512,7.377,-356.997,9.274,4,11,0,0
0.802,-623.532,7.387,-355.987,10.651,4,11,0,0
0.902,-623.555,7.392,-354.842,11.984,4,11,0,0
1.002,-623.581,7.396,-353.566,13.274,4,11,0,0
1.102,-623.609,7.401,-352.164,14.523,4,11,0,0
1.203,-623.640,7.407,-350.639,15.732,4,11,0,0
1.303,-623.673,7.414,-348.995,16.903,4,11,0,0
1.403,-623.708,7.422,-347.237,18.036,4,11,0,0
1.503,-623.746,7.431,-345.368,19.133,4,11,0,0
1.603,-623.785,7.440,-343.391,20.196,4,11,0,0
1.703,-623.827,7.450,-341.310,21.224,4,11,0,0
1.804,-623.871,7.460,-339.128,22.219,4,11,0,0
1.904,-623.917,7.470,-336.848,23.183,4,11,0,0
2.004,-623.964,7.480,-334.474,24.116,4,11,0,0
2.104,-624.014,7.491,-332.009,25.019,4,11,0,0
2.204,-624.065,7.502,-329.455,25.893,4,11,0,0
2.305,-624.118,7.513,-326.815,26.740,4,11,0,0
2.405,-624.173,7.525,-324.092,27.559,4,11,0,0
2.505,-624.229,7.536,-321.289,28.353,4,11,0,0
2.605,-624.286,7.548,-318.408,29.121,4,11,0,0
2.706,-624.346,7.561,-315.452,29.865,4,11,0,0
2.806,-624.406,7.573,-312.423,30.584,4,11,0,0
2.906,-624.469,7.586,-309.323,31.281,4,11,0,0
3.006,-624.532,7.598,-306.155,31.956,4,11,0,0
3.107,-624.597,7.611,-302.920,32.609,4,11,0,0
3.207,-624.663,7.624,-299.622,33.242,4,11,0,0
3.307,-624.731,7.637,-296.262,33.854,4,11,0,0
3.407,-624.799,7.651,-292.841,34.447,4,11,0,0
3.507,-624.869,7.664,-289.363,35.021,4,11,0,0
3.607,-624.940,7.678,-285.828,35.576,4,11,0,0
3.707,-625.012,7.692,-282.239,36.114,4,11,0,0
3.808,-625.085,7.705,-278.597,36.634,4,11,0,0
3.908,-625.160,7.719,-274.904,37.139,4,11,0,0
4.008,-625.235,7.733,-271.161,37.627,4,11,0,0
4.108,-625.311,7.748,-267.371,38.099,4,11,0,0
4.208,-625.388,7.762,-263.534,38.556,4,11,0,0
4.308,-625.466,7.776,-259.653,38.999,4,11,0,0
4.408,-625.544,7.791,-255.728,39.428,4,11,0,0
4.509,-625.624,7.805,-251.761,39.843,4,11,0,0
4.609,-625.705,7.820,-247.753,40.245,4,11,0,0
4.709,-625.786,7.834,-243.706,40.634,4,11,0,0
4.810,-625.868,7.849,-239.621,41.010,4,11,0,0
4.910,-625.951,7.864,-235.499,41.375,4,11,0,0
5.010,-626.034,7.879,-231.341,41.728,4,11,0,0
5.112,-626.118,7.893,-227.148,42.069,4,11,0,0
5.212,-626.203,7.908,-222.922,42.400,4,11,0,0
5.313,-626.289,7.924,-218.664,42.720,4,11,0,0
5.413,-626.375,7.939,-214.374,43.030,4,11,0,0
5.513,-626.461,7.954,-210.054,43.330,4,11,0,0
