time,x,y,z,speed,grounded,nextGate,misses,penalty
0.000,-623.452,7.564,-359.962,0.000,4,11,0,0
0.100,-623.452,7.505,-359.962,0.000,0,11,0,0
0.200,-623.454,7.410,-359.861,1.676,4,11,0,0
0.300,-623.460,7.350,-359.596,3.297,4,11,0,0
0.400,-623.468,7.333,-359.172,4.866,4,11,0,0
0.500,-623.480,7.343,-358.595,6.383,4,11,0,0
0.600,-623.494,7.361,-357.868,7.852,4,11,0,0
0.700,-623.512,7.377,-356.997,9.274,4,11,0,0
0.800,-623.532,7.387,-355.987,10.651,4,11,0,0
0.900,-623.555,7.392,-354.842,11.984,4,11,0,0
1.000,-623.581,7.396,-353.566,13.274,4,11,0,0
1.100,-623.609,7.401,-352.164,14.523,4,11,0,0
1.203,-623.640,7.407,-350.639,15.732,4,11,0,0
1.303,-623.673,7.414,-348.995,16.903,4,11,0,0
1.404,-623.708,7.422,-347.237,18.036,4,11,0,0
1.504,-623.746,7.431,-345.368,19.133,4,11,0,0
1.605,-623.785,7.440,-343.391,20.196,4,11,0,0
1.705,-623.827,7.450,-341.310,21.224,4,11,0,0
1.805,-623.871,7.460,-339.128,22.219,4,11,0,0
1.905,-623.917,7.470,-336.848,23.183,4,11,0,0
2.005,-623.964,7.480,-334.474,24.116,4,11,0,0
2.122,-624.024,7.493,-331.505,25.196,4,11,0,0
2.238,-624.086,7.506,-328.409,26.235,4,11,0,0
2.355,-624.140,7.518,-325.736,27.071,4,11,0,0
2.455,-624.195,7.529,-322.980,27.880,4,11,0,0
2.572,-624.263,7.544,-319.570,28.817,4,11,0,0
2.672,-624.322,7.556,-316.643,29.570,4,11,0,0
2.772,-624.382,7.568,-313.643,30.299,4,11,0,0
2.872,-624.444,7.580,-310.571,31.005,4,11,0,0
2.988,-624.519,7.596,-306.794,31.823,4,11,0,0
3.105,-624.597,7.611,-302.920,32.609,4,11,0,0
3.222,-624.677,7.627,-298.955,33.366,4,11,0,0
3.322,-624.744,7.640,-295.582,33.974,4,11,0,0
3.422,-624.813,7.654,-292.150,34.563,4,11,0,0
3.539,-624.897,7.670,-287.966,35.068,4,11,0,0
3.655,-624.968,7.683,-284.444,35.322,4,11,0,0
3.755,-625.039,7.697,-280.902,35.486,4,11,0,0
3.855,-625.111,7.710,-277.347,35.592,4,11,0,0
3.955,-625.182,7.724,-273.784,35.662,4,11,0,0
4.072,-625.268,7.740,-269.502,35.714,4,11,0,0
4.172,-625.340,7.753,-265.929,35.742,4,11,0,0
4.272,-625.412,7.766,-262.355,35.760,4,11,0,0
4.373,-625.483,7.779,-258.779,35.772,4,11,0,0
4.473,-625.555,7.792,-255.202,35.780,4,11,0,0
4.573,-625.627,7.805,-251.624,35.785,4,11,0,0
4.673,-625.698,7.818,-248.046,35.789,4,11,0,0
4.773,-625.770,7.831,-244.468,35.791,4,11,0,0
4.873,-625.842,7.844,-240.889,35.793,4,11,0,0
4.973,-625.914,7.857,-237.311,35.794,4,11,0,0
5.073,-625.985,7.870,-233.732,35.794,4,11,0,0
5.190,-626.071,7.885,-229.438,35.795,4,11,0,0
5.307,-626.157,7.901,-225.143,35.795,4,11,0,0
5.407,-626.229,7.913,-221.564,35.796,4,11,0,0
5.523,-626.315,7.928,-217.270,35.796,4,11,0,0
5.640,-626.401,7.943,-212.975,35.796,4,11,0,0
5.757,-626.473,7.956,-209.396,35.796,4,11,0,0
