time,driver,station,speed,target,throttle,brake,errors,errorWeight,line,brakeJudgment,grounded,water,recoveries
0.000,Reference,33.00,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
0.000,EMBER,41.00,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
0.000,GOLD,48.00,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
0.000,BLUE,55.00,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
3.079,Reference,33.00,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
3.079,EMBER,41.00,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
3.079,GOLD,48.00,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
3.079,BLUE,55.00,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
3.840,Reference,38.19,12.469,23.726,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
3.840,EMBER,46.17,12.473,23.478,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
3.840,GOLD,52.91,11.747,53.942,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
3.840,BLUE,60.15,12.478,60.026,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.820,Reference,56.71,24.349,29.873,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.820,EMBER,64.54,24.361,57.332,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.820,GOLD,70.39,22.859,53.895,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.820,BLUE,78.49,24.391,59.959,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
6.060,Reference,94.11,35.002,36.491,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
6.060,EMBER,101.90,35.022,47.413,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
6.060,GOLD,105.32,32.739,49.622,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
6.060,BLUE,115.91,35.041,45.240,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
8.020,Reference,169.47,39.393,40.413,0.898,0.000,0,0.000,0.000,1.000,4,0.000,0
8.020,EMBER,173.85,39.727,54.542,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
8.020,GOLD,177.79,38.909,53.708,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
8.020,BLUE,190.07,42.019,59.768,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
11.760,Reference,318.57,29.203,29.345,0.131,0.000,0,0.000,0.000,1.000,4,0.000,0
11.760,EMBER,324.90,28.725,28.808,0.077,0.000,0,0.000,0.000,1.000,4,0.000,0
11.760,GOLD,325.66,31.937,32.000,0.051,0.000,0,0.000,0.000,1.000,4,0.000,0
11.760,BLUE,340.48,31.890,32.000,0.097,0.000,0,0.000,0.000,1.000,4,0.000,0
15.760,Reference,411.78,14.544,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
15.760,EMBER,413.89,9.607,0.000,0.000,1.000,0,0.000,0.000,1.000,2,0.000,0
15.760,GOLD,416.78,8.187,10.000,1.000,0.000,0,0.000,0.000,1.000,0,0.000,0
15.760,BLUE,456.99,20.433,32.000,1.000,0.000,0,0.000,0.000,1.000,0,0.000,0
19.760,Reference,489.57,23.136,32.000,1.000,0.000,0,0.000,0.000,1.000,0,0.000,0
19.760,EMBER,502.70,30.052,54.954,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
19.760,GOLD,484.85,25.989,32.000,1.000,0.000,0,0.000,0.000,1.000,0,0.000,0
19.760,BLUE,567.93,31.892,32.000,0.098,0.000,0,0.000,0.000,1.000,4,0.000,0
23.760,Reference,618.46,31.782,32.000,0.211,0.000,1,0.000,0.000,1.000,4,0.000,0
23.760,EMBER,634.25,31.880,32.000,0.090,0.000,1,0.000,0.000,1.000,4,0.000,0
23.760,GOLD,603.82,31.547,32.000,0.415,0.000,0,0.000,0.000,1.000,4,0.000,0
