course,vehicle,speed,line,seconds,travel,air,minUp,recovered,outcome,scoredDistance,scoredAirtime,awards,contactCorrections
Street Loop Reverse,atv,12,-4.7,13.338,150.166,0.500,0.833,True,completed,0.000,0.000,0,41
Street Loop Reverse,atv,12,1.7,13.557,150.175,1.160,0.826,True,completed,4.743,0.380,0,100
Street Loop Reverse,atv,24,-1.5,7.106,150.451,1.160,0.991,True,completed,27.448,1.160,0,0
Street Loop Reverse,atv,24,-3,7.105,150.449,1.160,0.991,True,completed,27.448,1.160,0,0
Street Loop Reverse,atv,24,0,7.116,150.449,1.160,0.991,True,completed,27.448,1.160,0,0
Street Loop Reverse,atv,24,-4.7,7.159,150.439,1.100,0.948,True,completed,26.044,1.100,0,75
Street Loop Reverse,atv,24,1.7,7.145,150.130,1.140,0.959,True,completed,26.951,1.140,0,74
Street Loop Reverse,atv,36,-1.5,4.908,150.380,1.440,0.992,True,completed,50.631,1.440,0,49
Street Loop Reverse,atv,36,-3,4.901,150.380,1.440,0.992,True,completed,50.631,1.440,0,45
Street Loop Reverse,atv,36,0,4.900,150.381,1.440,0.992,True,completed,50.631,1.440,0,45
Street Loop Reverse,atv,36,-4.7,4.906,150.258,1.460,0.986,True,completed,50.987,1.460,0,82
Street Loop Reverse,atv,36,1.7,4.891,150.125,1.420,0.985,True,completed,49.769,1.420,0,72
