time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ
0.020,11.887,0.238,-629.723,8.809,14.732,4,7.800,0.092,"Ground_80_240:(0.00, 1.00, 0.00)",0.000,0.000,0.000,11.887,0.000,1.000,124.762
0.040,11.898,0.476,-629.719,8.808,14.495,4,8.094,0.057,"Ground_80_320:(0.00, 1.00, 0.00)",0.056,0.000,0.000,11.898,0.000,1.000,124.524
0.060,11.907,0.714,-629.715,8.806,14.256,4,8.382,0.028,"Ground_80_320:(0.00, 1.00, 0.00)",0.051,0.000,0.000,11.907,0.000,1.000,124.286
0.080,11.807,0.950,-629.711,8.803,14.020,4,8.656,0.005,"Ground_80_320:(0.00, 1.00, 0.00)",0.047,0.000,0.001,11.808,0.000,1.000,124.050
0.100,11.829,1.187,-629.707,8.800,13.784,4,8.908,0.013,"Ground_80_320:(0.00, 1.00, 0.00)",0.096,0.000,-0.002,11.829,0.000,1.000,123.813
0.120,11.847,1.424,-629.703,8.797,13.547,4,9.146,0.026,"Ground_80_320:(0.00, 1.00, 0.00)",0.086,0.000,-0.003,11.848,0.000,1.000,123.576
0.140,11.863,1.661,-629.699,8.794,13.309,4,9.361,0.036,"Ground_80_320:(0.00, 1.00, 0.00)",0.076,0.000,0.004,11.864,0.000,1.000,123.339
0.160,11.877,1.899,-629.695,8.790,13.072,4,9.554,0.042,"Ground_80_320:(0.00, 1.00, 0.00)",0.068,0.000,0.005,11.878,0.000,1.000,123.101
0.180,11.889,2.137,-629.691,8.787,12.834,4,9.723,0.046,"Ground_80_320:(0.00, 1.00, 0.00)",0.061,0.000,-0.005,11.890,0.000,1.000,122.863
0.200,11.900,2.375,-629.687,8.784,12.596,4,9.869,0.047,"Ground_80_320:(0.00, 1.00, 0.00)",0.055,0.000,-0.006,11.901,0.000,1.000,122.625
0.220,11.909,2.613,-629.684,8.780,12.358,4,9.991,0.048,"Ground_80_320:(0.00, 1.00, 0.00)",0.050,0.000,0.007,11.910,0.000,1.000,122.387
