course,vehicle,speed,line,seconds,travel,air,minUp,recovered,outcome,scoredDistance,scoredAirtime,awards
Street Loop Reverse,original,12,-1.5,12.698,150.097,0.180,0.980,True,completed,0.000,0.000,0
Street Loop Reverse,original,12,-3,12.680,150.091,0.180,0.980,True,completed,0.000,0.000,0
Street Loop Reverse,original,12,0,12.699,150.095,0.180,0.980,True,completed,0.000,0.000,0
Street Loop Reverse,original,12,-4.7,12.646,150.007,0.000,0.534,True,completed,0.000,0.000,0
Street Loop Reverse,original,12,1.7,12.678,150.236,0.000,0.534,True,completed,0.000,0.000,0
Street Loop Reverse,original,24,-1.5,6.380,150.417,1.100,0.987,True,completed,26.049,1.100,0
Street Loop Reverse,original,24,-3,6.398,150.435,1.100,0.987,True,completed,26.049,1.100,0
Street Loop Reverse,original,24,0,6.342,150.046,1.100,0.987,True,completed,26.049,1.100,0
Street Loop Reverse,original,24,-4.7,6.368,150.207,0.920,0.686,True,completed,0.000,0.000,0
Street Loop Reverse,original,24,1.7,6.355,150.001,0.920,0.701,True,completed,0.000,0.000,0
Street Loop Reverse,original,36,-1.5,4.374,150.188,1.400,0.992,True,completed,49.026,1.400,0
Street Loop Reverse,original,36,-3,4.365,150.177,1.400,0.992,True,completed,49.026,1.400,0
Street Loop Reverse,original,36,0,4.282,150.274,1.400,0.991,True,completed,49.047,1.400,0
Street Loop Reverse,original,36,-4.7,4.318,150.310,1.220,0.708,True,completed,0.000,0.000,0
Street Loop Reverse,original,36,1.7,4.322,150.097,1.260,0.709,True,completed,0.000,0.000,0
Street Loop Reverse,tourer,12,-1.5,12.684,150.057,0.000,0.980,True,completed,0.000,0.000,0
Street Loop Reverse,tourer,12,-3,12.699,150.057,0.000,0.980,True,completed,0.000,0.000,0
Street Loop Reverse,tourer,12,0,12.682,150.055,0.000,0.980,True,completed,0.000,0.000,0
Street Loop Reverse,tourer,12,-4.7,12.678,150.097,0.000,0.538,True,completed,0.000,0.000,0
Street Loop Reverse,tourer,12,1.7,12.663,150.082,0.000,0.536,True,completed,0.000,0.000,0
Street Loop Reverse,tourer,24,-1.5,6.363,150.179,1.080,0.991,True,completed,25.581,1.080,0
Street Loop Reverse,tourer,24,-3,6.380,150.417,1.080,0.991,True,completed,25.583,1.080,0
Street Loop Reverse,tourer,24,0,6.374,150.183,1.080,0.991,True,completed,25.581,1.080,0
Street Loop Reverse,tourer,24,-4.7,6.493,150.275,1.100,0.853,True,completed,25.557,1.100,0
Street Loop Reverse,tourer,24,1.7,6.483,150.254,1.120,0.862,True,completed,25.984,1.120,0
Street Loop Reverse,tourer,36,-1.5,4.359,150.446,1.400,0.992,True,completed,49.084,1.400,0
Street Loop Reverse,tourer,36,-3,4.358,150.443,1.400,0.992,True,completed,49.084,1.400,0
Street Loop Reverse,tourer,36,0,4.301,150.377,1.400,0.992,True,completed,49.083,1.400,0
Street Loop Reverse,tourer,36,-4.7,4.337,150.420,1.400,0.831,True,completed,48.070,1.400,0
Street Loop Reverse,tourer,36,1.7,4.338,150.068,1.440,0.845,True,completed,49.375,1.440,0
Street Loop Reverse,moto,12,-1.5,12.692,150.217,0.380,0.980,True,completed,4.762,0.380,0
Street Loop Reverse,moto,12,-3,12.780,150.107,0.380,0.980,True,completed,4.761,0.380,0
Street Loop Reverse,moto,12,0,12.899,150.212,0.380,0.980,True,completed,4.762,0.380,0
Street Loop Reverse,moto,12,-4.7,12.720,150.090,0.000,0.540,True,completed,0.000,0.000,0
Street Loop Reverse,moto,12,1.7,12.921,150.125,0.040,0.543,True,completed,0.000,0.000,0
Street Loop Reverse,moto,24,-1.5,6.342,150.034,1.160,0.991,True,completed,27.512,1.160,0
Street Loop Reverse,moto,24,-3,6.354,150.037,1.160,0.991,True,completed,27.512,1.160,0
Street Loop Reverse,moto,24,0,6.476,150.257,1.160,0.991,True,completed,27.512,1.160,0
Street Loop Reverse,moto,24,-4.7,7.859,150.288,0.780,0.579,True,completed,0.000,0.000,0
Street Loop Reverse,moto,24,1.7,7.456,150.180,0.760,0.579,True,completed,0.000,0.000,0
Street Loop Reverse,moto,36,-1.5,5.790,150.250,1.220,0.992,True,completed,32.895,1.220,0
Street Loop Reverse,moto,36,-3,5.666,150.004,1.200,0.990,True,completed,32.503,1.200,0
Street Loop Reverse,moto,36,0,6.162,150.179,1.200,0.990,True,completed,31.810,1.200,0
Street Loop Reverse,moto,36,-4.7,6.465,150.510,1.020,0.514,True,completed,0.000,0.000,0
Street Loop Reverse,moto,36,1.7,5.336,150.222,1.260,0.992,True,completed,35.746,1.260,0
Street Loop Reverse,atv,12,-1.5,12.699,150.166,0.380,0.980,True,completed,4.754,0.380,0
Street Loop Reverse,atv,12,-3,12.699,150.168,0.380,0.980,True,completed,4.753,0.380,0
