time,x,y,z,speed,grounded,nextGate,misses,penalty
0.000,-623.452,7.564,-359.962,0.000,4,13,0,0
0.133,-623.454,7.545,-359.882,1.333,4,13,0,0
0.266,-623.461,7.518,-359.551,3.134,4,13,0,0
0.400,-623.472,7.510,-358.974,4.865,4,13,0,0
0.533,-623.486,7.515,-358.289,6.296,4,13,0,0
0.666,-623.506,7.524,-357.279,7.905,4,13,0,0
0.799,-623.531,7.533,-356.048,9.452,4,13,0,0
0.932,-623.555,7.538,-354.824,10.731,4,13,0,0
1.066,-623.588,7.545,-353.206,12.169,4,13,0,0
1.199,-623.624,7.553,-351.392,13.553,4,13,0,0
1.332,-623.659,7.561,-349.685,14.696,4,13,0,0
1.465,-623.702,7.571,-347.525,15.982,4,13,0,0
1.598,-623.749,7.582,-345.188,17.219,4,13,0,0
1.732,-623.792,7.592,-343.051,18.241,4,13,0,0
1.865,-623.845,7.604,-340.405,19.390,4,13,0,0
1.998,-623.901,7.616,-337.602,20.496,4,13,0,0
2.131,-623.952,7.627,-335.079,21.410,4,13,0,0
2.264,-624.014,7.641,-331.999,22.438,4,13,0,0
2.398,-624.078,7.655,-328.779,23.426,4,13,0,0
2.531,-624.136,7.667,-325.911,24.243,4,13,0,0
2.664,-624.206,7.681,-322.444,25.163,4,13,0,0
2.797,-624.278,7.696,-318.851,26.046,4,13,0,0
2.930,-624.341,7.710,-315.674,26.777,4,13,0,0
3.064,-624.418,7.725,-311.860,27.599,4,13,0,0
3.168,-624.474,7.736,-309.067,28.166,4,13,0,0
3.301,-624.554,7.753,-305.063,28.935,4,13,0,0
3.434,-624.625,7.767,-301.546,29.570,4,13,0,0
3.567,-624.709,7.783,-297.350,30.285,4,13,0,0
3.700,-624.795,7.800,-293.056,30.972,4,13,0,0
3.834,-624.871,7.814,-289.300,31.540,4,13,0,0
3.967,-624.960,7.832,-284.834,32.179,4,13,0,0
4.068,-625.025,7.844,-281.590,32.620,4,13,0,0
4.201,-625.118,7.862,-276.976,33.217,4,13,0,0
4.334,-625.199,7.877,-272.956,33.711,4,13,0,0
4.434,-625.267,7.889,-269.562,34.110,4,13,0,0
4.568,-625.364,7.907,-264.744,34.641,4,13,0,0
4.701,-625.462,7.925,-259.862,35.028,4,13,0,0
4.834,-625.546,7.941,-255.644,35.241,4,13,0,0
4.934,-625.617,7.954,-252.113,35.364,4,13,0,0
5.068,-625.717,7.972,-247.154,35.483,4,13,0,0
5.201,-625.817,7.990,-242.180,35.560,4,13,0,0
5.334,-625.902,8.005,-237.911,35.604,4,13,0,0
5.467,-626.002,8.023,-232.924,35.639,4,13,0,0
5.601,-626.102,8.041,-227.934,35.662,4,13,0,0
5.734,-626.188,8.056,-223.654,35.675,4,13,0,0
5.867,-626.289,8.073,-218.660,35.685,4,13,0,0
6.001,-626.389,8.091,-213.665,35.692,4,13,0,0
6.134,-626.475,8.106,-209.382,35.696,4,13,0,0
