time,name,highwayPool,direction,station,lateral,speed,target,brake,recoveries,grounded
24.880,Traffic 11,True,1,4586.795,2.064,24.262,24.433,0.000,0,4
24.880,Traffic 12,True,-1,3626.831,-2.703,16.739,16.915,0.000,0,4
24.880,Traffic 13,True,1,4651.837,2.156,8.411,7.824,0.167,0,4
24.880,Traffic 14,True,-1,3701.786,-2.328,15.958,16.065,0.000,0,4
24.880,Traffic 15,True,1,4673.552,0.494,11.665,16.490,0.000,0,4
24.880,Traffic 16,True,-1,3731.795,-3.235,12.786,12.956,0.000,0,4
24.880,Traffic 17,True,1,62.544,2.675,15.129,15.640,0.000,0,4
24.880,Traffic 18,True,-1,3785.375,-6.171,23.508,23.235,0.000,0,4
24.880,Traffic 19,True,1,100.564,2.582,15.896,16.490,0.000,0,4
24.880,Traffic 20,True,-1,3800.735,-2.026,27.878,28.211,0.000,0,4
25.000,Traffic 1,False,1,533.297,2.358,15.517,15.640,0.000,0,4
25.000,Traffic 2,False,-1,1063.547,-2.719,15.903,16.065,0.000,0,4
25.000,Traffic 3,False,1,2867.825,2.603,16.389,16.490,0.000,0,4
25.000,Traffic 4,False,-1,3355.280,-2.603,16.761,16.915,0.000,0,4
25.000,Traffic 5,True,1,4351.531,6.182,26.515,26.680,0.000,0,4
25.000,Traffic 6,True,-1,3495.740,-2.607,15.886,16.065,0.000,0,4
25.000,Traffic 7,True,1,4417.444,2.685,25.031,25.528,0.000,0,4
25.000,Traffic 8,True,-1,3522.384,-2.616,16.726,16.915,0.000,0,4
25.000,Traffic 9,True,1,4522.806,6.268,26.535,26.680,0.000,0,4
25.000,Traffic 10,True,-1,3598.245,-2.681,15.949,16.065,0.000,0,4
25.000,Traffic 11,True,1,4589.667,2.071,23.612,23.746,0.000,0,4
25.000,Traffic 12,True,-1,3624.840,-2.700,16.780,16.915,0.000,0,4
25.000,Traffic 13,True,1,4652.810,2.149,7.823,7.164,0.188,0,4
25.000,Traffic 14,True,-1,3699.869,-2.202,15.963,16.065,0.000,0,4
25.000,Traffic 15,True,1,0.909,0.224,12.659,16.490,0.000,0,4
25.000,Traffic 16,True,-1,3730.271,-3.446,12.831,12.962,0.000,0,4
25.000,Traffic 17,True,1,64.359,2.664,15.125,15.640,0.000,0,4
25.000,Traffic 18,True,-1,3782.685,-6.176,22.883,21.663,0.349,0,4
25.000,Traffic 19,True,1,102.471,2.583,15.895,16.490,0.000,0,4
25.000,Traffic 20,True,-1,3797.441,-2.036,27.400,26.931,0.137,0,4
25.140,Traffic 1,False,1,535.495,2.356,15.494,15.640,0.000,0,4
25.140,Traffic 2,False,-1,1061.320,-2.707,15.968,16.065,0.000,0,4
25.140,Traffic 3,False,1,2870.105,2.603,16.313,16.490,0.000,0,4
25.140,Traffic 4,False,-1,3352.930,-2.603,16.806,16.915,0.000,0,4
25.140,Traffic 5,True,1,4355.209,6.187,26.514,26.680,0.000,0,4
25.140,Traffic 6,True,-1,3493.512,-2.607,15.945,16.065,0.000,0,4
25.140,Traffic 7,True,1,4421.102,2.482,25.620,28.130,0.000,0,4
25.140,Traffic 8,True,-1,3520.039,-2.615,16.786,16.915,0.000,0,4
25.140,Traffic 9,True,1,4526.482,6.276,26.537,26.680,0.000,0,4
25.140,Traffic 10,True,-1,3596.031,-2.679,15.843,16.065,0.000,0,4
25.140,Traffic 11,True,1,4592.917,2.085,22.765,22.944,0.000,0,4
25.140,Traffic 12,True,-1,3622.510,-2.697,16.805,16.915,0.000,0,4
25.140,Traffic 13,True,1,4653.871,2.141,7.437,7.563,0.000,0,4
25.140,Traffic 14,True,-1,3697.636,-2.101,15.851,16.065,0.000,0,4
25.140,Traffic 15,True,1,2.763,-0.028,13.777,16.490,0.000,0,4
25.140,Traffic 16,True,-1,3728.578,-3.650,12.740,12.837,0.000,0,4
25.140,Traffic 17,True,1,66.464,2.656,15.121,15.640,0.000,0,4
25.140,Traffic 18,True,-1,3779.654,-6.177,21.917,21.172,0.214,0,4
25.140,Traffic 19,True,1,104.696,2.585,15.893,16.490,0.000,0,4
25.140,Traffic 20,True,-1,3793.682,-2.048,26.627,25.843,0.226,0,4
25.280,Traffic 1,False,1,537.692,2.357,15.484,15.640,0.000,0,4
25.280,Traffic 2,False,-1,1059.097,-2.696,15.901,16.065,0.000,0,4
25.280,Traffic 3,False,1,2872.393,2.604,16.364,16.490,0.000,0,4
25.280,Traffic 4,False,-1,3350.586,-2.603,16.718,16.915,0.000,0,4
25.280,Traffic 5,True,1,4358.864,6.193,26.513,26.680,0.000,0,4
25.280,Traffic 6,True,-1,3491.283,-2.606,15.844,16.065,0.000,0,4
25.280,Traffic 7,True,1,4424.851,2.233,26.442,28.130,0.000,0,4
25.280,Traffic 8,True,-1,3517.689,-2.614,16.815,16.915,0.000,0,4
25.280,Traffic 9,True,1,4530.166,6.280,26.540,26.680,0.000,0,4
25.280,Traffic 10,True,-1,3593.813,-2.677,15.921,16.065,0.000,0,4
25.280,Traffic 11,True,1,4596.048,2.102,21.950,22.158,0.000,0,4
25.280,Traffic 12,True,-1,3620.183,-2.694,16.682,16.915,0.000,0,4
25.280,Traffic 13,True,1,4654.756,2.141,7.403,7.194,0.000,0,4
25.280,Traffic 14,True,-1,3695.410,-2.043,15.914,16.065,0.000,0,4
25.280,Traffic 15,True,1,4.772,-0.183,14.825,16.490,0.000,0,4
25.280,Traffic 16,True,-1,3726.747,-3.796,13.973,17.252,0.000,0,4
25.280,Traffic 17,True,1,68.576,2.652,15.117,15.640,0.000,0,4
25.280,Traffic 18,True,-1,3776.715,-6.174,20.997,20.294,0.202,0,4
25.280,Traffic 19,True,1,106.921,2.587,15.892,16.490,0.000,0,4
25.280,Traffic 20,True,-1,3790.061,-2.059,25.443,24.439,0.288,0,4
25.400,Traffic 1,False,1,539.578,2.360,15.440,15.640,0.000,0,4
25.400,Traffic 2,False,-1,1057.188,-2.686,15.941,16.065,0.000,0,4
25.400,Traffic 3,False,1,2874.358,2.605,16.386,16.490,0.000,0,4
25.400,Traffic 4,False,-1,3348.575,-2.603,16.778,16.915,0.000,0,4
25.400,Traffic 5,True,1,4362.002,6.197,26.511,26.680,0.000,0,4
25.400,Traffic 6,True,-1,3489.377,-2.606,15.917,16.065,0.000,0,4
25.400,Traffic 7,True,1,4428.083,1.995,26.928,28.130,0.000,0,4
25.400,Traffic 8,True,-1,3515.687,-2.613,16.737,16.915,0.000,0,4
25.400,Traffic 9,True,1,4533.337,6.281,26.542,26.680,0.000,0,4
25.400,Traffic 10,True,-1,3591.907,-2.674,15.954,16.065,0.000,0,4
25.400,Traffic 11,True,1,4598.658,2.119,21.377,21.507,0.000,0,4
25.400,Traffic 12,True,-1,3618.197,-2.691,16.750,16.915,0.000,0,4
25.400,Traffic 13,True,1,4655.614,2.201,7.512,8.099,0.000,0,4
25.400,Traffic 14,True,-1,3693.498,-2.023,15.941,16.065,0.000,0,4
25.400,Traffic 15,True,1,6.587,-0.224,15.365,16.490,0.000,0,4
25.400,Traffic 16,True,-1,3724.970,-3.874,15.158,17.108,0.000,0,4
25.400,Traffic 17,True,1,70.393,2.649,15.112,15.640,0.000,0,4
25.400,Traffic 18,True,-1,3774.395,-6.165,19.796,18.474,0.378,0,4
25.400,Traffic 19,True,1,108.828,2.589,15.891,16.490,0.000,0,4
25.400,Traffic 20,True,-1,3787.079,-2.067,24.577,23.373,0.345,0,4
25.540,Traffic 1,False,1,541.775,2.364,15.448,15.640,0.000,0,4
25.540,Traffic 2,False,-1,1054.961,-2.675,15.867,16.065,0.000,0,4
25.540,Traffic 3,False,1,2876.642,2.606,16.302,16.490,0.000,0,4
25.540,Traffic 4,False,-1,3346.223,-2.602,16.815,16.915,0.000,0,4
25.540,Traffic 5,True,1,4365.667,6.202,26.509,26.680,0.000,0,4
25.540,Traffic 6,True,-1,3487.145,-2.606,15.960,16.065,0.000,0,4
25.540,Traffic 7,True,1,4431.904,1.750,27.290,28.130,0.000,0,4
25.540,Traffic 8,True,-1,3513.340,-2.613,16.791,16.915,0.000,0,4
25.540,Traffic 9,True,1,4537.028,6.278,26.545,26.680,0.000,0,4
25.540,Traffic 10,True,-1,3589.695,-2.670,15.870,16.065,0.000,0,4
25.540,Traffic 11,True,1,4601.611,2.138,20.615,20.783,0.000,0,4
25.540,Traffic 12,True,-1,3615.848,-2.690,16.792,16.915,0.000,0,4
25.540,Traffic 13,True,1,4656.701,2.281,7.889,8.099,0.000,0,4
25.540,Traffic 14,True,-1,3691.266,-2.028,15.958,16.065,0.000,0,4
25.540,Traffic 15,True,1,8.767,-0.180,15.697,16.490,0.000,0,4
25.540,Traffic 16,True,-1,3722.700,-3.899,16.087,16.980,0.000,0,4
25.540,Traffic 17,True,1,72.510,2.644,15.106,15.640,0.000,0,4
25.540,Traffic 18,True,-1,3771.774,-6.141,18.738,17.895,0.242,0,4
25.540,Traffic 19,True,1,111.052,2.591,15.890,16.490,0.000,0,4
25.540,Traffic 20,True,-1,3783.731,-2.075,23.697,23.206,0.142,0,4
25.680,Traffic 1,False,1,543.972,2.369,15.457,15.640,0.000,0,4
25.680,Traffic 2,False,-1,1052.732,-2.664,15.956,16.065,0.000,0,4
25.680,Traffic 3,False,1,2878.930,2.606,16.359,16.490,0.000,0,4
25.680,Traffic 4,False,-1,3343.884,-2.602,16.751,16.915,0.000,0,4
25.680,Traffic 5,True,1,4369.326,6.202,26.497,26.680,0.000,0,4
25.680,Traffic 6,True,-1,3484.921,-2.605,15.886,16.065,0.000,0,4
25.680,Traffic 7,True,1,4435.770,1.563,27.516,28.130,0.000,0,4
25.680,Traffic 8,True,-1,3510.991,-2.612,16.667,16.915,0.000,0,4
25.680,Traffic 9,True,1,4540.725,6.272,26.547,26.680,0.000,0,4
25.680,Traffic 10,True,-1,3587.474,-2.667,15.934,16.065,0.000,0,4
25.680,Traffic 11,True,1,4604.472,2.152,19.888,20.101,0.000,0,4
25.680,Traffic 12,True,-1,3613.516,-2.689,16.813,16.915,0.000,0,4
25.680,Traffic 13,True,1,4657.776,2.404,8.742,9.151,0.000,0,4
25.680,Traffic 14,True,-1,3689.037,-2.058,15.823,16.065,0.000,0,4
25.680,Traffic 15,True,1,10.974,-0.037,15.866,16.490,0.000,0,4
25.680,Traffic 16,True,-1,3720.310,-3.846,16.484,16.918,0.000,0,4
25.680,Traffic 17,True,1,74.630,2.637,15.101,15.640,0.000,0,4
25.680,Traffic 18,True,-1,3769.382,-6.107,17.706,16.848,0.246,0,4
25.680,Traffic 19,True,1,113.276,2.593,15.889,16.490,0.000,0,4
25.680,Traffic 20,True,-1,3780.556,-2.082,22.349,21.172,0.337,0,4
25.800,Traffic 1,False,1,545.859,2.375,15.580,15.640,0.000,0,4
25.800,Traffic 2,False,-1,1050.822,-2.656,15.851,16.065,0.000,0,4
25.800,Traffic 3,False,1,2880.896,2.606,16.384,16.490,0.000,0,4
25.800,Traffic 4,False,-1,3341.870,-2.602,16.797,16.915,0.000,0,4
25.800,Traffic 5,True,1,4372.414,6.196,26.063,26.680,0.000,0,4
25.800,Traffic 6,True,-1,3483.011,-2.605,15.939,16.065,0.000,0,4
25.800,Traffic 7,True,1,4439.094,1.454,27.642,28.130,0.000,0,4
25.800,Traffic 8,True,-1,3508.986,-2.611,16.748,16.915,0.000,0,4
25.800,Traffic 9,True,1,4543.903,6.265,26.549,26.680,0.000,0,4
25.800,Traffic 10,True,-1,3585.566,-2.664,15.962,16.065,0.000,0,4
25.800,Traffic 11,True,1,4606.826,2.162,19.353,19.558,0.000,0,4
25.800,Traffic 12,True,-1,3611.530,-2.690,16.711,16.915,0.000,0,4
25.800,Traffic 13,True,1,4658.811,2.555,8.435,7.728,0.198,0,4
25.800,Traffic 14,True,-1,3687.136,-2.097,15.893,16.065,0.000,0,4
25.800,Traffic 15,True,1,12.878,0.142,15.943,16.490,0.000,0,4
25.800,Traffic 16,True,-1,3718.191,-3.744,16.645,16.915,0.000,0,4
25.800,Traffic 17,True,1,76.444,2.630,15.096,15.640,0.000,0,4
25.800,Traffic 18,True,-1,3767.412,-6.064,16.621,16.808,0.000,0,4
25.800,Traffic 19,True,1,115.182,2.594,15.889,16.490,0.000,0,4
25.800,Traffic 20,True,-1,3777.974,-2.086,21.413,20.294,0.320,0,4
25.940,Traffic 1,False,1,548.053,2.382,15.452,15.640,0.000,0,4
25.940,Traffic 2,False,-1,1048.588,-2.646,15.937,16.065,0.000,0,4
25.940,Traffic 3,False,1,2883.182,2.605,16.291,16.490,0.000,0,4
25.940,Traffic 4,False,-1,3339.522,-2.602,16.688,16.915,0.000,0,4
25.940,Traffic 5,True,1,4375.886,6.186,25.170,25.394,0.000,0,4
25.940,Traffic 6,True,-1,3480.780,-2.604,15.828,16.065,0.000,0,4
25.940,Traffic 7,True,1,4442.983,1.382,27.742,28.130,0.000,0,4
25.940,Traffic 8,True,-1,3506.638,-2.611,16.797,16.915,0.000,0,4
25.940,Traffic 9,True,1,4547.607,6.255,26.551,26.680,0.000,0,4
25.940,Traffic 10,True,-1,3583.349,-2.660,15.894,16.065,0.000,0,4
25.940,Traffic 11,True,1,4609.513,2.180,18.844,18.976,0.000,0,4
25.940,Traffic 12,True,-1,3609.206,-2.690,16.774,16.915,0.000,0,4
25.940,Traffic 13,True,1,4659.999,2.752,8.014,7.824,0.000,0,4
25.940,Traffic 14,True,-1,3684.918,-2.155,15.934,16.065,0.000,0,4
25.940,Traffic 15,True,1,15.104,0.398,15.996,16.490,0.000,0,4
25.940,Traffic 16,True,-1,3715.710,-3.573,16.739,16.915,0.000,0,4
25.940,Traffic 17,True,1,78.559,2.622,15.092,15.640,0.000,0,4
25.940,Traffic 18,True,-1,3765.343,-6.003,15.508,14.604,0.259,0,4
25.940,Traffic 19,True,1,117.406,2.596,15.888,16.490,0.000,0,4
25.940,Traffic 20,True,-1,3775.092,-2.091,20.140,20.261,0.000,0,4
26.080,Traffic 1,False,1,550.245,2.389,15.492,15.640,0.000,0,4
26.080,Traffic 2,False,-1,1046.355,-2.637,15.865,16.065,0.000,0,4
26.080,Traffic 3,False,1,2885.469,2.604,16.353,16.490,0.000,0,4
26.080,Traffic 4,False,-1,3337.179,-2.602,16.771,16.915,0.000,0,4
26.080,Traffic 5,True,1,4379.285,6.174,25.054,25.346,0.000,0,4
26.080,Traffic 6,True,-1,3478.556,-2.604,15.917,16.065,0.000,0,4
26.080,Traffic 7,True,1,4446.882,1.365,27.809,28.130,0.000,0,4
26.080,Traffic 8,True,-1,3504.292,-2.610,16.684,16.915,0.000,0,4
26.080,Traffic 9,True,1,4551.315,6.243,26.552,26.680,0.000,0,4
26.080,Traffic 10,True,-1,3581.131,-2.656,15.946,16.065,0.000,0,4
26.080,Traffic 11,True,1,4612.117,2.204,18.197,18.450,0.000,0,4
26.080,Traffic 12,True,-1,3606.869,-2.689,16.805,16.915,0.000,0,4
26.080,Traffic 13,True,1,4661.068,2.986,7.592,7.164,0.000,0,4
26.080,Traffic 14,True,-1,3682.693,-2.221,15.954,16.065,0.000,0,4
26.080,Traffic 15,True,1,17.332,0.688,16.022,16.490,0.000,0,4
26.080,Traffic 16,True,-1,3713.217,-3.359,16.782,16.915,0.000,0,4
26.080,Traffic 17,True,1,80.674,2.614,15.088,15.640,0.000,0,4
26.080,Traffic 18,True,-1,3763.365,-5.929,14.246,12.740,0.429,0,4
26.080,Traffic 19,True,1,119.629,2.598,15.887,16.490,0.000,0,4
26.080,Traffic 20,True,-1,3772.421,-2.095,18.590,11.458,1.000,0,4
26.200,Traffic 1,False,1,552.130,2.396,15.462,15.640,0.000,0,4
26.200,Traffic 2,False,-1,1044.440,-2.630,15.923,16.065,0.000,0,4
26.200,Traffic 3,False,1,2887.434,2.603,16.381,16.490,0.000,0,4
26.200,Traffic 4,False,-1,3335.164,-2.602,16.808,16.915,0.000,0,4
26.200,Traffic 5,True,1,4382.166,6.171,24.936,25.695,0.000,0,4
26.200,Traffic 6,True,-1,3476.643,-2.603,15.956,16.065,0.000,0,4
26.200,Traffic 7,True,1,4450.229,1.385,27.848,28.130,0.000,0,4
26.200,Traffic 8,True,-1,3502.285,-2.610,16.757,16.915,0.000,0,4
26.200,Traffic 9,True,1,4554.499,6.232,26.554,26.680,0.000,0,4
26.200,Traffic 10,True,-1,3579.225,-2.653,15.825,16.065,0.000,0,4
26.200,Traffic 11,True,1,4614.302,2.226,17.894,18.046,0.000,0,4
26.200,Traffic 12,True,-1,3604.866,-2.690,16.682,16.915,0.000,0,4
26.200,Traffic 13,True,1,4662.312,3.141,7.462,7.563,0.000,0,4
26.200,Traffic 14,True,-1,3680.786,-2.280,15.963,16.065,0.000,0,4
26.200,Traffic 15,True,1,19.243,0.948,16.033,16.490,0.000,0,4
26.200,Traffic 16,True,-1,3711.211,-3.161,16.798,16.915,0.000,0,4
26.200,Traffic 17,True,1,82.486,2.608,15.084,15.640,0.000,0,4
26.200,Traffic 18,True,-1,3761.811,-5.858,13.462,12.484,0.280,0,4
26.200,Traffic 19,True,1,121.535,2.599,15.887,16.490,0.000,0,4
26.200,Traffic 20,True,-1,3770.418,-2.097,15.662,10.603,1.000,0,4
26.340,Traffic 1,False,1,554.321,2.405,15.496,15.640,0.000,0,4
26.340,Traffic 2,False,-1,1042.201,-2.622,15.991,16.065,0.000,0,4
26.340,Traffic 3,False,1,2889.721,2.602,16.277,16.490,0.000,0,4
26.340,Traffic 4,False,-1,3332.822,-2.602,16.729,16.915,0.000,0,4
26.340,Traffic 5,True,1,4385.371,6.181,24.827,25.285,0.000,0,4
26.340,Traffic 6,True,-1,3474.417,-2.603,15.874,16.065,0.000,0,4
26.340,Traffic 7,True,1,4454.136,1.440,27.881,28.130,0.000,0,4
26.340,Traffic 8,True,-1,3499.936,-2.609,16.802,16.915,0.000,0,4
26.340,Traffic 9,True,1,4558.214,6.219,26.555,26.680,0.000,0,4
26.340,Traffic 10,True,-1,3577.007,-2.650,15.913,16.065,0.000,0,4
26.340,Traffic 11,True,1,4616.789,2.255,17.452,17.631,0.000,0,4
26.340,Traffic 12,True,-1,3602.541,-2.689,16.761,16.915,0.000,0,4
26.340,Traffic 13,True,1,4665.230,3.142,7.099,6.865,0.000,0,4
26.340,Traffic 14,True,-1,3678.580,-2.349,15.862,16.065,0.000,0,4
26.340,Traffic 15,True,1,21.483,1.251,16.038,16.490,0.000,0,4
26.340,Traffic 16,True,-1,3708.722,-2.884,16.806,16.915,0.000,0,4
26.340,Traffic 17,True,1,84.598,2.602,15.081,15.640,0.000,0,4
26.340,Traffic 18,True,-1,3760.207,-5.767,12.697,12.450,0.000,0,4
26.340,Traffic 19,True,1,123.758,2.600,15.887,16.490,0.000,0,4
26.340,Traffic 20,True,-1,3768.543,-2.096,12.490,9.818,0.761,0,4
26.480,Traffic 1,False,1,556.513,2.414,15.518,15.640,0.000,0,4
26.480,Traffic 2,False,-1,1039.967,-2.614,15.923,16.065,0.000,0,4
26.480,Traffic 3,False,1,2892.007,2.601,16.347,16.490,0.000,0,4
26.480,Traffic 4,False,-1,3330.475,-2.602,16.791,16.915,0.000,0,4
26.480,Traffic 5,True,1,4388.717,6.203,24.997,25.562,0.000,0,4
26.480,Traffic 6,True,-1,3472.189,-2.603,15.940,16.065,0.000,0,4
26.480,Traffic 7,True,1,4458.045,1.517,27.903,28.130,0.000,0,4
26.480,Traffic 8,True,-1,3497.591,-2.608,16.700,16.915,0.000,0,4
26.480,Traffic 9,True,1,4561.933,6.206,26.555,26.667,0.000,0,4
26.480,Traffic 10,True,-1,3574.781,-2.646,15.956,16.065,0.000,0,4
26.480,Traffic 11,True,1,4619.228,2.286,17.170,17.277,0.000,0,4
26.480,Traffic 12,True,-1,3600.199,-2.689,16.799,16.915,0.000,0,4
26.480,Traffic 13,True,1,4667.032,2.782,6.644,6.036,0.171,0,4
26.480,Traffic 14,True,-1,3676.365,-2.416,15.919,16.065,0.000,0,4
26.480,Traffic 15,True,1,23.717,1.539,16.038,16.490,0.000,0,4
26.480,Traffic 16,True,-1,3706.290,-2.632,16.810,16.915,0.000,0,4
26.480,Traffic 17,True,1,86.711,2.596,15.078,15.640,0.000,0,4
26.480,Traffic 18,True,-1,3758.604,-5.673,12.115,12.218,0.000,0,4
26.480,Traffic 19,True,1,125.981,2.602,15.886,16.490,0.000,0,4
26.480,Traffic 20,True,-1,3766.986,-2.092,10.605,9.108,0.427,0,4
26.600,Traffic 1,False,1,558.392,2.421,15.494,15.640,0.000,0,4
26.600,Traffic 2,False,-1,1038.046,-2.609,15.960,16.065,0.000,0,4
26.600,Traffic 3,False,1,2893.971,2.600,16.378,16.490,0.000,0,4
26.600,Traffic 4,False,-1,3328.461,-2.602,16.668,16.915,0.000,0,4
26.600,Traffic 5,True,1,4391.409,6.237,24.745,23.982,0.221,0,4
26.600,Traffic 6,True,-1,3470.274,-2.602,15.968,16.065,0.000,0,4
26.600,Traffic 7,True,1,4461.396,1.593,27.917,28.130,0.000,0,4
26.600,Traffic 8,True,-1,3495.583,-2.608,16.766,16.915,0.000,0,4
26.600,Traffic 9,True,1,4565.099,6.196,26.348,26.545,0.000,0,4
26.600,Traffic 10,True,-1,3572.882,-2.644,15.858,16.065,0.000,0,4
26.600,Traffic 11,True,1,4621.285,2.313,16.894,17.024,0.000,0,4
26.600,Traffic 12,True,-1,3598.190,-2.687,16.817,16.915,0.000,0,4
26.600,Traffic 13,True,1,4667.704,2.458,6.106,5.535,0.164,0,4
26.600,Traffic 14,True,-1,3674.466,-2.469,15.943,16.065,0.000,0,4
26.600,Traffic 15,True,1,25.634,1.769,16.035,16.490,0.000,0,4
26.600,Traffic 16,True,-1,3704.270,-2.443,16.811,16.915,0.000,0,4
26.600,Traffic 17,True,1,88.521,2.593,15.076,15.640,0.000,0,4
26.600,Traffic 18,True,-1,3757.285,-5.585,11.961,11.324,0.183,0,4
26.600,Traffic 19,True,1,127.886,2.602,15.886,16.490,0.000,0,4
26.600,Traffic 20,True,-1,3765.778,-2.085,9.756,9.055,0.200,0,4
26.740,Traffic 1,False,1,560.583,2.431,15.500,15.640,0.000,0,4
26.740,Traffic 2,False,-1,1035.805,-2.602,15.868,16.065,0.000,0,4
26.740,Traffic 3,False,1,2896.261,2.599,16.263,16.490,0.000,0,4
26.740,Traffic 4,False,-1,3326.119,-2.601,16.761,16.915,0.000,0,4
26.740,Traffic 5,True,1,4394.765,6.310,24.929,25.187,0.000,0,4
26.740,Traffic 6,True,-1,3468.052,-2.602,15.909,16.065,0.000,0,4
26.740,Traffic 7,True,1,4465.306,1.686,27.928,28.130,0.000,0,4
26.740,Traffic 8,True,-1,3493.233,-2.607,16.806,16.915,0.000,0,4
26.740,Traffic 9,True,1,4568.774,6.184,26.136,26.256,0.000,0,4
26.740,Traffic 10,True,-1,3570.660,-2.641,15.929,16.065,0.000,0,4
26.740,Traffic 11,True,1,4623.647,2.344,16.641,16.788,0.000,0,4
26.740,Traffic 12,True,-1,3595.866,-2.685,16.745,16.915,0.000,0,4
26.740,Traffic 13,True,1,4668.948,2.051,6.805,15.640,0.000,0,4
26.740,Traffic 14,True,-1,3672.246,-2.526,15.958,16.065,0.000,0,4
26.740,Traffic 15,True,1,27.872,2.011,16.031,16.490,0.000,0,4
26.740,Traffic 16,True,-1,3701.905,-2.271,16.813,16.915,0.000,0,4
26.740,Traffic 17,True,1,90.632,2.589,15.073,15.640,0.000,0,4
26.740,Traffic 18,True,-1,3755.797,-5.479,11.252,11.324,0.000,0,4
26.740,Traffic 19,True,1,130.108,2.603,15.886,16.490,0.000,0,4
26.740,Traffic 20,True,-1,3764.498,-2.078,9.067,8.360,0.202,0,4
26.880,Traffic 1,False,1,562.771,2.440,15.505,15.640,0.000,0,4
26.880,Traffic 2,False,-1,1033.564,-2.596,15.933,16.065,0.000,0,4
26.880,Traffic 3,False,1,2898.545,2.598,16.340,16.490,0.000,0,4
26.880,Traffic 4,False,-1,3323.769,-2.601,16.807,16.915,0.000,0,4
26.880,Traffic 5,True,1,4398.025,6.423,25.316,26.680,0.000,0,4
26.880,Traffic 6,True,-1,3465.820,-2.601,15.957,16.065,0.000,0,4
26.880,Traffic 7,True,1,4469.217,1.777,27.935,28.130,0.000,0,4
26.880,Traffic 8,True,-1,3490.889,-2.607,16.714,16.915,0.000,0,4
26.880,Traffic 9,True,1,4572.400,6.170,25.685,25.833,0.000,0,4
26.880,Traffic 10,True,-1,3568.432,-2.639,15.964,16.065,0.000,0,4
26.880,Traffic 11,True,1,4625.984,2.373,16.385,16.619,0.000,0,4
26.880,Traffic 12,True,-1,3593.525,-2.682,16.792,16.915,0.000,0,4
26.880,Traffic 13,True,1,4669.923,1.618,8.330,15.640,0.000,0,4
26.880,Traffic 14,True,-1,3670.025,-2.575,15.965,16.065,0.000,0,4
26.880,Traffic 15,True,1,30.112,2.220,16.026,16.490,0.000,0,4
26.880,Traffic 16,True,-1,3699.549,-2.150,16.814,16.915,0.000,0,4
26.880,Traffic 17,True,1,92.743,2.587,15.071,15.640,0.000,0,4
26.880,Traffic 18,True,-1,3754.494,-5.384,10.624,10.750,0.000,0,4
26.880,Traffic 19,True,1,132.331,2.604,15.886,16.490,0.000,0,4
26.880,Traffic 20,True,-1,3763.323,-2.073,8.300,7.613,0.196,0,4
27.000,Traffic 1,False,1,564.649,2.448,15.456,15.640,0.000,0,4
27.000,Traffic 2,False,-1,1031.639,-2.591,15.957,16.065,0.000,0,4
27.000,Traffic 3,False,1,2900.509,2.597,16.374,16.490,0.000,0,4
27.000,Traffic 4,False,-1,3321.761,-2.602,16.716,16.915,0.000,0,4
27.000,Traffic 5,True,1,4400.895,6.551,25.568,25.067,0.147,0,4
27.000,Traffic 6,True,-1,3463.914,-2.601,15.872,16.065,0.000,0,4
27.000,Traffic 7,True,1,4472.569,1.850,27.940,28.130,0.000,0,4
27.000,Traffic 8,True,-1,3488.879,-2.606,16.774,16.915,0.000,0,4
27.000,Traffic 9,True,1,4575.450,6.154,25.244,25.385,0.000,0,4
27.000,Traffic 10,True,-1,3566.531,-2.637,15.884,16.065,0.000,0,4
27.000,Traffic 11,True,1,4627.977,2.397,16.284,16.528,0.000,0,4
27.000,Traffic 12,True,-1,3591.522,-2.679,16.813,16.915,0.000,0,4
27.000,Traffic 13,True,1,4671.111,1.247,9.522,15.640,0.000,0,4
27.000,Traffic 14,True,-1,3668.135,-2.612,15.873,16.065,0.000,0,4
27.000,Traffic 15,True,1,32.033,2.373,16.022,16.490,0.000,0,4
27.000,Traffic 16,True,-1,3697.524,-2.083,16.815,16.915,0.000,0,4
27.000,Traffic 17,True,1,94.552,2.586,15.069,15.640,0.000,0,4
27.000,Traffic 18,True,-1,3753.256,-5.286,10.116,9.584,0.152,0,4
27.000,Traffic 19,True,1,134.235,2.604,15.886,16.490,0.000,0,4
27.000,Traffic 20,True,-1,3762.396,-2.070,7.803,7.194,0.174,0,4
27.140,Traffic 1,False,1,566.835,2.458,15.434,15.640,0.000,0,4
27.140,Traffic 2,False,-1,1029.396,-2.586,15.856,16.065,0.000,0,4
27.140,Traffic 3,False,1,2902.801,2.597,16.247,16.490,0.000,0,4
27.140,Traffic 4,False,-1,3319.416,-2.601,16.785,16.915,0.000,0,4
27.140,Traffic 5,True,1,4404.360,6.712,25.293,26.110,0.000,0,4
27.140,Traffic 6,True,-1,3461.685,-2.601,15.939,16.065,0.000,0,4
27.140,Traffic 7,True,1,4476.479,1.925,27.944,28.130,0.000,0,4
27.140,Traffic 8,True,-1,3486.528,-2.606,16.810,16.915,0.000,0,4
27.140,Traffic 9,True,1,4578.946,6.125,24.579,24.783,0.000,0,4
27.140,Traffic 10,True,-1,3564.306,-2.634,15.942,16.065,0.000,0,4
27.140,Traffic 11,True,1,4630.289,2.422,16.357,16.490,0.000,0,4
27.140,Traffic 12,True,-1,3589.188,-2.676,16.735,16.915,0.000,0,4
