profile,scenario,time,speed,vx,vy,vz,throttle,brake,steering,grounded,wipeout,x,y,z,up,deltaSpeed,contact,impulse,nx,ny,nz,separation
original,road-0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,False,-564.993,8.768,541.469,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.018,0.195,0.000,-0.195,0.000,1.000,0.000,0.000,2,False,-564.993,8.764,541.469,1.000,0.195,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.034,0.458,0.290,-0.355,0.000,1.000,0.000,0.000,4,False,-564.987,8.757,541.469,1.000,0.264,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.050,0.458,0.290,-0.355,0.000,1.000,0.000,0.000,4,False,-564.987,8.757,541.469,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.066,0.752,0.578,-0.480,0.001,1.000,0.000,0.000,4,False,-564.975,8.748,541.469,1.000,0.293,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.083,1.037,0.864,-0.573,0.001,1.000,0.000,0.000,4,False,-564.958,8.736,541.469,1.000,0.286,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.100,1.313,1.149,-0.636,0.001,1.000,0.000,0.000,4,False,-564.935,8.723,541.469,1.000,0.276,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.117,1.582,1.431,-0.673,0.001,1.000,0.000,0.000,4,False,-564.906,8.710,541.469,1.000,0.269,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.133,1.582,1.431,-0.673,0.001,1.000,0.000,0.000,4,False,-564.906,8.710,541.469,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.150,1.845,1.712,-0.686,0.002,1.000,0.000,0.000,4,False,-564.872,8.696,541.469,1.000,0.263,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.167,2.104,1.992,-0.680,0.002,1.000,0.000,0.000,4,False,-564.832,8.683,541.469,1.000,0.260,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.182,2.362,2.269,-0.657,0.002,1.000,0.000,0.000,4,False,-564.786,8.669,541.469,1.000,0.258,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.199,2.620,2.545,-0.621,0.003,1.000,0.000,0.000,4,False,-564.736,8.657,541.469,1.000,0.257,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.217,2.877,2.819,-0.574,0.003,1.000,0.000,0.000,4,False,-564.679,8.646,541.469,1.000,0.257,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.233,2.877,2.819,-0.574,0.003,1.000,0.000,0.000,4,False,-564.679,8.646,541.469,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.250,3.135,3.091,-0.521,0.003,1.000,0.000,0.000,4,False,-564.617,8.635,541.469,1.000,0.258,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.267,3.394,3.362,-0.462,0.003,1.000,0.000,0.000,4,False,-564.550,8.626,541.469,1.000,0.259,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.283,3.653,3.631,-0.402,0.004,1.000,0.000,0.000,4,False,-564.477,8.618,541.469,1.000,0.260,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.301,3.913,3.898,-0.340,0.004,1.000,0.000,0.000,4,False,-564.399,8.611,541.470,1.000,0.260,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.316,4.174,4.164,-0.280,0.004,1.000,0.000,0.000,4,False,-564.316,8.605,541.470,1.000,0.260,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.333,4.174,4.164,-0.280,0.004,1.000,0.000,0.000,4,False,-564.316,8.605,541.470,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.350,4.434,4.428,-0.223,0.004,1.000,0.000,0.000,4,False,-564.227,8.601,541.470,1.000,0.260,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.367,4.693,4.690,-0.169,0.005,1.000,0.000,0.000,4,False,-564.134,8.598,541.470,1.000,0.260,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.383,4.953,4.951,-0.120,0.005,1.000,0.000,0.000,4,False,-564.035,8.595,541.470,1.000,0.259,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.401,5.211,5.210,-0.076,0.005,1.000,0.000,0.000,4,False,-563.930,8.594,541.470,1.000,0.258,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.417,5.468,5.467,-0.037,0.005,1.000,0.000,0.000,4,False,-563.821,8.593,541.470,1.000,0.257,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.434,5.723,5.723,-0.004,0.006,1.000,0.000,0.000,4,False,-563.707,8.593,541.470,1.000,0.256,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.450,5.723,5.723,-0.004,0.006,1.000,0.000,0.000,4,False,-563.707,8.593,541.470,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.466,5.977,5.977,0.024,0.006,1.000,0.000,0.000,4,False,-563.587,8.593,541.470,1.000,0.254,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.483,6.230,6.230,0.046,0.006,1.000,0.000,0.000,4,False,-563.463,8.594,541.471,1.000,0.253,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.501,6.481,6.481,0.063,0.006,1.000,0.000,0.000,4,False,-563.333,8.596,541.471,1.000,0.251,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.516,6.730,6.730,0.076,0.007,1.000,0.000,0.000,4,False,-563.198,8.597,541.471,1.000,0.249,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.534,6.978,6.978,0.084,0.007,1.000,0.000,0.000,4,False,-563.059,8.599,541.471,1.000,0.248,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.550,6.978,6.978,0.084,0.007,1.000,0.000,0.000,4,False,-563.059,8.599,541.471,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.567,7.224,7.224,0.088,0.007,1.000,0.000,0.000,4,False,-562.914,8.601,541.471,1.000,0.246,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.583,7.469,7.468,0.089,0.007,1.000,0.000,0.000,4,False,-562.765,8.602,541.471,1.000,0.245,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.600,7.712,7.711,0.087,0.008,1.000,0.000,0.000,4,False,-562.611,8.604,541.471,1.000,0.243,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.617,7.953,7.953,0.083,0.008,1.000,0.000,0.000,4,False,-562.452,8.606,541.471,1.000,0.241,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.633,7.953,7.953,0.083,0.008,1.000,0.000,0.000,4,False,-562.452,8.606,541.471,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.650,8.193,8.193,0.077,0.008,1.000,0.000,0.000,4,False,-562.288,8.607,541.472,1.000,0.240,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.667,8.432,8.431,0.070,0.008,1.000,0.000,0.000,4,False,-562.119,8.609,541.472,1.000,0.238,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.683,8.668,8.668,0.061,0.009,1.000,0.000,0.000,4,False,-561.946,8.610,541.472,1.000,0.237,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.699,8.904,8.904,0.052,0.009,1.000,0.000,0.000,4,False,-561.768,8.611,541.472,1.000,0.235,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.717,9.138,9.138,0.042,0.009,1.000,0.000,0.000,4,False,-561.585,8.612,541.472,1.000,0.234,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.733,9.138,9.138,0.042,0.009,1.000,0.000,0.000,4,False,-561.585,8.612,541.472,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.750,9.370,9.370,0.033,0.009,1.000,0.000,0.000,4,False,-561.398,8.612,541.473,1.000,0.232,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.767,9.601,9.601,0.024,0.010,1.000,0.000,0.000,4,False,-561.206,8.613,541.473,1.000,0.231,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.783,9.831,9.831,0.015,0.010,1.000,0.000,0.000,4,False,-561.009,8.613,541.473,1.000,0.230,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.800,10.059,10.059,0.007,0.010,1.000,0.000,0.000,4,False,-560.808,8.613,541.473,1.000,0.228,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.817,10.285,10.285,-0.001,0.010,1.000,0.000,0.000,4,False,-560.602,8.613,541.473,1.000,0.227,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.833,10.285,10.285,-0.001,0.010,1.000,0.000,0.000,4,False,-560.602,8.613,541.473,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.850,10.511,10.511,-0.008,0.011,1.000,0.000,0.000,4,False,-560.392,8.613,541.473,1.000,0.225,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.867,10.734,10.734,-0.014,0.011,1.000,0.000,0.000,4,False,-560.177,8.613,541.474,1.000,0.224,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.883,10.957,10.957,-0.019,0.011,1.000,0.000,0.000,4,False,-559.958,8.612,541.474,1.000,0.222,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.900,11.178,11.178,-0.023,0.011,1.000,0.000,0.000,4,False,-559.735,8.612,541.474,1.000,0.221,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.917,11.397,11.397,-0.027,0.011,1.000,0.000,0.000,4,False,-559.507,8.611,541.474,1.000,0.220,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.933,11.397,11.397,-0.027,0.011,1.000,0.000,0.000,4,False,-559.507,8.611,541.474,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.950,11.616,11.616,-0.030,0.012,1.000,0.000,0.000,4,False,-559.274,8.611,541.475,1.000,0.218,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.967,11.832,11.832,-0.032,0.012,1.000,0.000,0.000,4,False,-559.038,8.610,541.475,1.000,0.217,,0.000,0.000,0.000,0.000,0.0000
original,road-0,0.983,12.048,12.048,-0.033,0.012,1.000,0.000,0.000,4,False,-558.797,8.610,541.475,1.000,0.215,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.000,12.262,12.262,-0.034,0.012,1.000,0.000,0.000,4,False,-558.551,8.609,541.475,1.000,0.214,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.016,12.475,12.475,-0.034,0.012,1.000,0.000,0.000,4,False,-558.302,8.608,541.476,1.000,0.213,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.033,12.475,12.475,-0.034,0.012,1.000,0.000,0.000,4,False,-558.302,8.608,541.476,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.050,12.686,12.686,-0.034,0.013,1.000,0.000,0.000,4,False,-558.048,8.608,541.476,1.000,0.211,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.067,12.896,12.896,-0.034,0.013,1.000,0.000,0.000,4,False,-557.790,8.607,541.476,1.000,0.210,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.083,13.105,13.105,-0.033,0.013,1.000,0.000,0.000,4,False,-557.528,8.606,541.476,1.000,0.209,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.100,13.312,13.312,-0.032,0.013,1.000,0.000,0.000,4,False,-557.262,8.606,541.477,1.000,0.207,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.117,13.518,13.518,-0.031,0.014,1.000,0.000,0.000,4,False,-556.992,8.605,541.477,1.000,0.206,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.134,13.723,13.723,-0.030,0.014,1.000,0.000,0.000,4,False,-556.717,8.604,541.477,1.000,0.205,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.150,13.723,13.723,-0.030,0.014,1.000,0.000,0.000,4,False,-556.717,8.604,541.477,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.167,13.927,13.927,-0.029,0.014,1.000,0.000,0.000,4,False,-556.439,8.604,541.477,1.000,0.204,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.183,14.129,14.129,-0.028,0.014,1.000,0.000,0.000,4,False,-556.156,8.603,541.478,1.000,0.202,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.201,14.330,14.330,-0.027,0.014,1.000,0.000,0.000,4,False,-555.869,8.603,541.478,1.000,0.201,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.217,14.530,14.530,-0.026,0.015,1.000,0.000,0.000,4,False,-555.579,8.602,541.478,1.000,0.200,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.233,14.530,14.530,-0.026,0.015,1.000,0.000,0.000,4,False,-555.579,8.602,541.478,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.250,14.728,14.728,-0.025,0.015,1.000,0.000,0.000,4,False,-555.284,8.602,541.479,1.000,0.198,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.267,14.925,14.925,-0.024,0.015,1.000,0.000,0.000,4,False,-554.986,8.601,541.479,1.000,0.197,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.284,15.121,15.121,-0.023,0.015,1.000,0.000,0.000,4,False,-554.683,8.601,541.479,1.000,0.196,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.300,15.316,15.316,-0.023,0.015,1.000,0.000,0.000,4,False,-554.377,8.600,541.480,1.000,0.195,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.317,15.509,15.509,-0.022,0.015,1.000,0.000,0.000,4,False,-554.067,8.600,541.480,1.000,0.193,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.333,15.509,15.509,-0.022,0.015,1.000,0.000,0.000,4,False,-554.067,8.600,541.480,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.349,15.701,15.701,-0.022,0.016,1.000,0.000,0.000,4,False,-553.753,8.599,541.480,1.000,0.192,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.367,15.892,15.892,-0.021,0.016,1.000,0.000,0.000,4,False,-553.435,8.599,541.481,1.000,0.191,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.384,16.082,16.082,-0.021,0.016,1.000,0.000,0.000,4,False,-553.113,8.598,541.481,1.000,0.190,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.400,16.271,16.271,-0.021,0.016,1.000,0.000,0.000,4,False,-552.788,8.598,541.481,1.000,0.189,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.417,16.458,16.458,-0.021,0.016,1.000,0.000,0.000,4,False,-552.459,8.598,541.481,1.000,0.187,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.433,16.458,16.458,-0.021,0.016,1.000,0.000,0.000,4,False,-552.459,8.598,541.481,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.451,16.644,16.644,-0.021,0.017,1.000,0.000,0.000,4,False,-552.126,8.597,541.482,1.000,0.186,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.466,16.829,16.829,-0.021,0.017,1.000,0.000,0.000,4,False,-551.789,8.597,541.482,1.000,0.185,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.483,17.013,17.013,-0.021,0.017,1.000,0.000,0.000,4,False,-551.449,8.596,541.482,1.000,0.184,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.500,17.196,17.196,-0.021,0.017,1.000,0.000,0.000,4,False,-551.105,8.596,541.483,1.000,0.183,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.516,17.378,17.378,-0.022,0.017,1.000,0.000,0.000,4,False,-550.757,8.595,541.483,1.000,0.182,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.534,17.558,17.558,-0.022,0.018,1.000,0.000,0.000,4,False,-550.406,8.595,541.484,1.000,0.180,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.550,17.558,17.558,-0.022,0.018,1.000,0.000,0.000,4,False,-550.406,8.595,541.484,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.567,17.737,17.737,-0.022,0.018,1.000,0.000,0.000,4,False,-550.052,8.595,541.484,1.000,0.179,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.583,17.915,17.915,-0.022,0.018,1.000,0.000,0.000,4,False,-549.693,8.594,541.484,1.000,0.178,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.600,18.092,18.092,-0.023,0.018,1.000,0.000,0.000,4,False,-549.331,8.594,541.485,1.000,0.177,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.616,18.268,18.268,-0.023,0.018,1.000,0.000,0.000,4,False,-548.966,8.593,541.485,1.000,0.176,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.633,18.268,18.268,-0.023,0.018,1.000,0.000,0.000,4,False,-548.966,8.593,541.485,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.650,18.443,18.443,-0.023,0.018,1.000,0.000,0.000,4,False,-548.597,8.593,541.485,1.000,0.175,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.666,18.617,18.617,-0.023,0.019,1.000,0.000,0.000,4,False,-548.225,8.592,541.486,1.000,0.174,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.684,18.789,18.789,-0.023,0.019,1.000,0.000,0.000,4,False,-547.849,8.592,541.486,1.000,0.173,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.700,18.961,18.961,-0.023,0.019,1.000,0.000,0.000,4,False,-547.470,8.591,541.487,1.000,0.171,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.716,19.131,19.131,-0.023,0.019,1.000,0.000,0.000,4,False,-547.087,8.591,541.487,1.000,0.170,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.733,19.131,19.131,-0.023,0.019,1.000,0.000,0.000,4,False,-547.087,8.591,541.487,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.750,19.300,19.300,-0.023,0.019,1.000,0.000,0.000,4,False,-546.701,8.590,541.487,1.000,0.169,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.767,19.469,19.469,-0.023,0.019,1.000,0.000,0.000,4,False,-546.312,8.590,541.488,1.000,0.168,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.783,19.636,19.636,-0.023,0.020,1.000,0.000,0.000,4,False,-545.919,8.589,541.488,1.000,0.167,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.801,19.802,19.802,-0.023,0.020,1.000,0.000,0.000,4,False,-545.523,8.589,541.488,1.000,0.166,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.817,19.967,19.967,-0.023,0.020,1.000,0.000,0.000,4,False,-545.124,8.589,541.489,1.000,0.165,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.833,19.967,19.967,-0.023,0.020,1.000,0.000,0.000,4,False,-545.124,8.589,541.489,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.850,20.131,20.131,-0.023,0.020,1.000,0.000,0.000,4,False,-544.721,8.588,541.489,1.000,0.164,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.867,20.294,20.294,-0.023,0.020,1.000,0.000,0.000,4,False,-544.315,8.588,541.490,1.000,0.163,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.884,20.456,20.456,-0.023,0.020,1.000,0.000,0.000,4,False,-543.906,8.587,541.490,1.000,0.162,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.900,20.617,20.617,-0.023,0.021,1.000,0.000,0.000,4,False,-543.494,8.587,541.490,1.000,0.161,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.917,20.777,20.777,-0.023,0.021,1.000,0.000,0.000,4,False,-543.078,8.586,541.491,1.000,0.160,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.934,20.936,20.936,-0.023,0.021,1.000,0.000,0.000,4,False,-542.660,8.586,541.491,1.000,0.159,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.950,20.936,20.936,-0.023,0.021,1.000,0.000,0.000,4,False,-542.660,8.586,541.491,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.967,21.093,21.093,-0.022,0.021,1.000,0.000,0.000,4,False,-542.238,8.585,541.492,1.000,0.158,,0.000,0.000,0.000,0.000,0.0000
original,road-0,1.984,21.250,21.250,-0.022,0.021,1.000,0.000,0.000,4,False,-541.813,8.585,541.492,1.000,0.157,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.000,21.406,21.406,-0.022,0.021,1.000,0.000,0.000,4,False,-541.385,8.584,541.493,1.000,0.156,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.017,21.561,21.561,-0.022,0.022,1.000,0.000,0.000,4,False,-540.953,8.584,541.493,1.000,0.155,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.034,21.715,21.715,-0.021,0.022,1.000,0.000,0.000,4,False,-540.519,8.584,541.493,1.000,0.154,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.051,21.715,21.715,-0.021,0.022,1.000,0.000,0.000,4,False,-540.519,8.584,541.493,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.066,21.868,21.868,-0.021,0.022,1.000,0.000,0.000,4,False,-540.082,8.583,541.494,1.000,0.153,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.083,22.020,22.020,-0.021,0.022,1.000,0.000,0.000,4,False,-539.641,8.583,541.494,1.000,0.152,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.101,22.171,22.171,-0.020,0.022,1.000,0.000,0.000,4,False,-539.198,8.582,541.495,1.000,0.151,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.117,22.321,22.321,-0.020,0.022,1.000,0.000,0.000,4,False,-538.752,8.582,541.495,1.000,0.150,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.134,22.470,22.470,-0.020,0.022,1.000,0.000,0.000,4,False,-538.302,8.582,541.496,1.000,0.149,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.150,22.470,22.470,-0.020,0.022,1.000,0.000,0.000,4,False,-538.302,8.582,541.496,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.166,22.618,22.618,-0.019,0.023,1.000,0.000,0.000,4,False,-537.850,8.581,541.496,1.000,0.148,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.183,22.765,22.765,-0.019,0.023,1.000,0.000,0.000,4,False,-537.395,8.581,541.496,1.000,0.147,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.200,22.912,22.912,-0.019,0.023,1.000,0.000,0.000,4,False,-536.936,8.580,541.497,1.000,0.146,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.217,23.057,23.057,-0.018,0.023,1.000,0.000,0.000,4,False,-536.475,8.580,541.497,1.000,0.145,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.233,23.057,23.057,-0.018,0.023,1.000,0.000,0.000,4,False,-536.475,8.580,541.497,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.250,23.202,23.202,-0.018,0.023,1.000,0.000,0.000,4,False,-536.011,8.580,541.498,1.000,0.144,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.266,23.345,23.345,-0.017,0.023,1.000,0.000,0.000,4,False,-535.544,8.579,541.498,1.000,0.144,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.283,23.488,23.488,-0.017,0.023,1.000,0.000,0.000,4,False,-535.074,8.579,541.499,1.000,0.143,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.300,23.629,23.629,-0.017,0.024,1.000,0.000,0.000,4,False,-534.602,8.579,541.499,1.000,0.142,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.317,23.770,23.770,-0.016,0.024,1.000,0.000,0.000,4,False,-534.126,8.578,541.500,1.000,0.141,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.334,23.910,23.910,-0.016,0.024,1.000,0.000,0.000,4,False,-533.648,8.578,541.500,1.000,0.140,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.350,23.910,23.910,-0.016,0.024,1.000,0.000,0.000,4,False,-533.648,8.578,541.500,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.367,24.049,24.049,-0.015,0.024,1.000,0.000,0.000,4,False,-533.167,8.578,541.501,1.000,0.139,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.382,24.187,24.187,-0.015,0.024,1.000,0.000,0.000,4,False,-532.684,8.577,541.501,1.000,0.138,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.407,24.324,24.324,-0.014,0.024,1.000,0.000,0.000,4,False,-532.197,8.577,541.502,1.000,0.137,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.416,24.461,24.461,-0.014,0.024,1.000,0.000,0.000,4,False,-531.708,8.577,541.502,1.000,0.136,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.433,24.461,24.461,-0.014,0.024,1.000,0.000,0.000,4,False,-531.708,8.577,541.502,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.450,24.596,24.596,-0.013,0.025,1.000,0.000,0.000,4,False,-531.216,8.577,541.503,1.000,0.136,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.466,24.731,24.731,-0.013,0.025,1.000,0.000,0.000,4,False,-530.721,8.576,541.503,1.000,0.135,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.483,24.865,24.865,-0.012,0.025,1.000,0.000,0.000,4,False,-530.224,8.576,541.504,1.000,0.134,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.500,24.998,24.998,-0.012,0.025,1.000,0.000,0.000,4,False,-529.724,8.576,541.504,1.000,0.133,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.516,25.130,25.130,-0.011,0.025,1.000,0.000,0.000,4,False,-529.221,8.576,541.505,1.000,0.132,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.533,25.130,25.130,-0.011,0.025,1.000,0.000,0.000,4,False,-529.221,8.576,541.505,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.549,25.261,25.261,-0.010,0.025,1.000,0.000,0.000,4,False,-528.716,8.576,541.505,1.000,0.131,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.566,25.392,25.392,-0.010,0.025,1.000,0.000,0.000,4,False,-528.208,8.575,541.506,1.000,0.130,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.583,25.521,25.521,-0.009,0.026,1.000,0.000,0.000,4,False,-527.698,8.575,541.506,1.000,0.130,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.600,25.650,25.650,-0.009,0.026,1.000,0.000,0.000,4,False,-527.185,8.575,541.507,1.000,0.129,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.617,25.778,25.778,-0.008,0.026,1.000,0.000,0.000,4,False,-526.669,8.575,541.507,1.000,0.128,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.634,25.905,25.905,-0.007,0.026,1.000,0.000,0.000,4,False,-526.151,8.575,541.508,1.000,0.127,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.650,25.905,25.905,-0.007,0.026,1.000,0.000,0.000,4,False,-526.151,8.575,541.508,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.667,26.032,26.032,-0.007,0.026,1.000,0.000,0.003,4,False,-525.631,8.575,541.508,1.000,0.126,,0.000,0.000,0.000,0.000,0.0000
original,road-0,2.683,26.157,26.157,-0.006,0.026,1.000,0.000,0.003,4,False,-525.108,8.574,541.509,1.000,0.126,,0.000,0.000,0.000,0.000,0.0000
