course,vehicle,speed,line,seconds,travel,air,minUp,recovered,outcome,scoredDistance,scoredAirtime,awards
Street Loop Reverse,tourer,24,0,6.978,150.183,1.080,0.991,True,completed,25.581,1.080,0
Street Loop Reverse,tourer,24,-4.7,7.082,150.248,1.100,0.853,True,completed,25.559,1.100,0
Street Loop Reverse,tourer,24,1.7,7.096,150.252,1.120,0.861,True,completed,25.992,1.120,0
Street Loop Reverse,tourer,36,-1.5,4.942,150.446,1.400,0.992,True,completed,49.084,1.400,0
Street Loop Reverse,tourer,36,-3,4.959,150.443,1.400,0.992,True,completed,49.084,1.400,0
Street Loop Reverse,tourer,36,0,4.915,150.377,1.400,0.992,True,completed,49.083,1.400,0
Street Loop Reverse,tourer,36,-4.7,4.936,150.518,1.380,0.829,True,completed,47.472,1.380,0
Street Loop Reverse,tourer,36,1.7,4.926,150.089,1.440,0.846,True,completed,49.369,1.440,0
Street Loop Reverse,moto,12,-1.5,13.285,150.217,0.380,0.980,True,completed,4.762,0.380,0
Street Loop Reverse,moto,12,-3,13.375,150.107,0.380,0.980,True,completed,4.761,0.380,0
Street Loop Reverse,moto,12,0,13.496,150.211,0.380,0.980,True,completed,4.762,0.380,0
Street Loop Reverse,moto,12,-4.7,13.319,150.090,0.000,0.540,True,completed,0.000,0.000,0
Street Loop Reverse,moto,12,1.7,13.522,150.126,0.040,0.543,True,completed,0.000,0.000,0
Street Loop Reverse,moto,24,-1.5,6.946,150.034,1.160,0.991,True,completed,27.512,1.160,0
Street Loop Reverse,moto,24,-3,6.942,150.037,1.160,0.991,True,completed,27.512,1.160,0
Street Loop Reverse,moto,24,0,7.074,150.257,1.160,0.991,True,completed,27.512,1.160,0
Street Loop Reverse,moto,24,-4.7,8.443,150.328,0.780,0.579,True,completed,0.000,0.000,0
Street Loop Reverse,moto,24,1.7,8.529,150.361,0.760,0.584,True,completed,0.000,0.000,0
Street Loop Reverse,moto,36,-1.5,6.602,150.542,1.220,0.992,True,completed,32.867,1.220,0
Street Loop Reverse,moto,36,-3,6.276,150.001,1.200,0.990,True,completed,32.502,1.200,0
Street Loop Reverse,moto,36,0,6.784,150.441,1.200,0.990,True,completed,31.792,1.200,0
Street Loop Reverse,moto,36,-4.7,7.399,150.553,1.040,0.839,True,completed,21.406,1.040,0
Street Loop Reverse,moto,36,1.7,5.983,150.603,1.260,0.992,True,completed,35.773,1.260,0
Street Loop Reverse,atv,12,-1.5,13.295,150.166,0.380,0.980,True,completed,4.754,0.380,0
Street Loop Reverse,atv,12,-3,13.284,150.168,0.380,0.980,True,completed,4.753,0.380,0
Street Loop Reverse,atv,12,0,13.298,150.163,0.380,0.980,True,completed,4.753,0.380,0
Street Loop Reverse,atv,12,-4.7,13.261,150.063,0.120,0.535,True,completed,0.000,0.000,0
Street Loop Reverse,atv,12,1.7,13.459,150.108,0.100,0.536,True,completed,0.000,0.000,0
Street Loop Reverse,atv,24,-1.5,7.094,150.451,1.160,0.991,True,completed,27.448,1.160,0
Street Loop Reverse,atv,24,-3,7.080,150.449,1.160,0.991,True,completed,27.448,1.160,0
Street Loop Reverse,atv,24,0,7.099,150.449,1.160,0.991,True,completed,27.448,1.160,0
Street Loop Reverse,atv,24,-4.7,8.559,150.456,0.120,0.948,True,completed,0.000,0.000,0
Street Loop Reverse,atv,24,1.7,8.753,150.144,0.700,0.824,True,completed,9.711,0.700,0
Street Loop Reverse,atv,36,-1.5,5.433,150.583,1.300,0.992,True,completed,39.514,1.300,0
Street Loop Reverse,atv,36,-3,6.686,150.464,0.440,0.950,True,completed,5.354,0.440,0
Street Loop Reverse,atv,36,0,5.439,150.571,1.300,0.992,True,completed,39.514,1.300,0
Street Loop Reverse,atv,36,-4.7,7.358,150.328,0.420,0.805,True,completed,3.873,0.420,0
Street Loop Reverse,atv,36,1.7,5.997,150.210,1.220,0.992,True,completed,33.126,1.220,0
